id,title,stage,concept_origin,generation_model,generation_prompt,product_type,source_bestseller,batch_id,replaces_design_id,generation_run_id,design_brief_id,provenance_class,best_color,created_at,updated_at,deleted_at
1099,80s turntable tee,published,new,gpt-image-2,"retro turntable for a producer, proud mood, 4 colors",tee,,batch_20260211_4,,073c9c2e-cacc-cf3f-c3b9-d0f604a23e33,10991,full,black,2026-02-11T19:00:00+00:00,2026/02/13 18:00,
1100,70s guitar tee,declined,variation,nb2-4k,"watercolor guitar for a guitarist, proud mood, 5 colors",tee,bs_97,batch_20260325_4,1097,c1b7c2e0-a6aa-ce60-9f94-3c8d341bd6e3,11001,full,heather navy,2026-03-25T04:32:00+00:00,2026-03-25T23:32:00+00:00,
1101,70s cassette tee,live,variation,gpt-image-2,"vintage cassette for a producer, rebellious mood, 4 colors",tee,bs_45,batch_20260505_4,1074,1118510e-ba0c-6628-86d6-7c5e525e0c33,11011,full,black,2026-05-05T22:15:00+00:00,2026-05-08T08:15:00+00:00,
1102,  70s sheet music tee,live,variation,gpt-image-2,"bold graphic sheet music for a producer, rebellious mood, 3 colors",tee,bs_2,batch_20260214_3,1073,57336153-1333-48c8-d3b4-de85a18c03b8,11021,full,MG,2026-02-14T00:54:00+00:00,2026/02/17 00:54,
1103,60s sheet music tee,live,new,nb2-4k,"watercolor sheet music for a classical musician, proud mood, 2 colors",tee,,batch_20260205_1,,57b8d536-f48e-a800-e174-e70e67ff5f3f,11031,full,heather navy,2026-02-05T21:28:00+00:00,2026-02-05T21:28:00+00:00,
1104,80s music notes tee,declined,variation,fal-flux,"retro music notes for a vinyl collector, rebellious mood, 6 colors",tee,bs_67,batch_20260602_5,1079,f7e9e9dd-edbc-1f7a-73c9-77efbc0f7093,11041,full,sports grey,2026-06-02T11:21:00+00:00,2026-06-03T01:21:00+00:00,
1105,80s amplifier tee,gate_review,variation,nb2-4k,"retro amplifier for a saxophonist, proud mood, 5 colors",tee,bs_99,batch_20260531_6,1076,64e0ba32-5da6-a681-baef-0b8d2f496acc,11051,unlinked-post-funnel,royal,2026-05-31T21:44:00+00:00,2026-06-03T14:44:00+00:00,
1106,60s turntable tee,mockup_approved,new,fal-flux,"bold graphic turntable for a vinyl collector, proud mood, 6 colors",tee,,batch_20260423_1,,87c13952-cd51-9093-2715-063a3c183279,11061,legacy-pre-funnel,black,2026-04-23T08:02:00+00:00,2026-04-25T02:02:00+00:00,
1107,modern piano keys tee,published,variation,recraft-crisp,"retro piano keys for a metalhead, nostalgic mood, 1 colors",tee,bs_82,batch_20260118_3,1103,a04ff151-46ea-1654-f863-36dfffa82abd,11071,full,heather navy,2026-01-18T09:42:00+00:00,2026-01-20T17:42:00+00:00,
1108,70s turntable tee,gate_review,new,nb2-4k,"vintage turntable for a vinyl collector, chill mood, 3 colors",tee,,batch_20260609_5,,520c44ad-feb3-c571-dfbf-d2632e4d1007,11081,unlinked-post-funnel,charcoal,2026/06/09 01:15,2026-06-10T11:15:00+00:00,
1109,50s music notes tee,live,new,gpt-image-2,"bold graphic music notes for a country fan, proud mood, 3 colors",tee,,batch_20260503_5,,febabf19-6cf7-7136-3c12-65dd1b7eb468,11091,full,navy,2026-05-03T16:46:00+00:00,2026/05/06 16:46,
1110,70s microphone tee   ,live,variation,fal-flux,"watercolor microphone for a country fan, proud mood, 3 colors",tee,bs_22,batch_20260406_6,1070,449301ca-fd80-9fa5-93d0-81868ab638b0,11101,full,charcoal,2026-04-06T12:51:00+00:00,2026-04-07T13:51:00+00:00,
1111,90s piano keys tee,live,variation,fal-flux,"line art piano keys for a guitarist, proud mood, 4 colors",tee,bs_97,batch_20260115_4,1086,9dab705b-d372-40a4-7f53-be6d11fbe151,11111,legacy-pre-funnel,MG,2026-01-15T06:55:00+00:00,2026-01-15T23:55:00+00:00,
1112,70s amplifier tee,mockup_approved,new,nb2-4k,"retro amplifier for a saxophonist, rebellious mood, 3 colors",tee,,batch_20260305_4,,21745c21-2b93-6de8-e8ff-50e6fb9f2e53,11121,full,royal,2026-03-05T06:12:00+00:00,2026-03-05T08:12:00+00:00,
1113,modern piano keys tee,live,variation,nb2-4k,"watercolor piano keys for a drummer, proud mood, 3 colors",tee,,batch_20260116_4,1108,342ad47a-695b-1ffd-f632-f733c90a54b6,11131,full,navy,2026-01-16T23:27:00+00:00,2026-01-17T05:27:00+00:00,
1114,50s headphones tee,ready_for_ads,new,recraft-crisp,"distressed headphones for a saxophonist, chill mood, 3 colors",tee,,batch_20260426_6,,4777455d-613a-b9c3-deeb-a3ff9977c382,11141,full,white,2026-04-26T08:08:00+00:00,2026-04-28T23:08:00+00:00,
1115,70s amplifier tee,mockup_approved,variation,gpt-image-2,"watercolor amplifier for a classical musician, rebellious mood, 1 colors",tee,bs_119,batch_20260502_1,1106,c45156f8-65a7-048a-3000-3d387d3aaca7,11151,full,sports grey,2026-05-02T21:54:00+00:00,2026-05-03T02:54:00+00:00,
1116,70s turntable tee,live,variation,nb2-4k,"distressed turntable for a saxophonist, chill mood, 2 colors",tee,bs_94,batch_20260428_6,1088,434b308a-af1a-e757-eaea-c3b5db40bfe1,11161,full,royal,2026-04-28T21:18:00+00:00,2026-05-01T09:18:00+00:00,
1117,60s microphone tee,live,new,gpt-image-2,"bold graphic microphone for a producer, nostalgic mood, 3 colors",tee,,batch_20260402_1,,fd229cf1-2758-b841-f575-6b89c9499619,11171,full,heather navy,2026-04-02T13:28:00+00:00,2026-04-05T09:28:00+00:00,
1118,90s guitar tee,live,new,fal-flux,"watercolor guitar for a classical musician, proud mood, 4 colors",tee,,batch_20260417_5,,f551b7d8-609a-3563-57c4-bbc400c128c0,11181,full,sports grey,2026-04-17T01:18:00+00:00,2026/04/19 12:18,
1119,80s amplifier tee,approved,variation,nb2-4k,"bold graphic amplifier for a guitarist, rebellious mood, 3 colors",tee,,batch_20260202_2,1107,b9973344-8653-f9dc-f979-707ef7a0a285,11191,full,sports grey,2026/02/02 01:14,2026-02-03T20:14:00+00:00,
1120,70s microphone tee,declined,new,nb2-4k,"bold graphic microphone for a vinyl collector, nostalgic mood, 6 colors",tee,,batch_20260503_1,,09a51ad3-eaaa-9829-cb16-28a0fe513630,11201,full,sports grey,2026-05-03T10:10:00+00:00,2026-05-05T03:10:00+00:00,
1121,modern sheet music tee,ready_for_ads,variation,nb2-4k,"line art sheet music for a vinyl collector, rebellious mood, 2 colors",tee,,batch_20260405_3,1083,7bdaef24-a7be-9b55-bf4b-9058837ee836,11211,full,sports grey,2026-04-05T14:36:00+00:00,2026-04-08T07:36:00+00:00,
1122,50s music notes tee,ready_for_ads,new,nb2-4k,"watercolor music notes for a producer, chill mood, 2 colors",tee,,batch_20260511_6,,1217b98a-2c4f-ae82-6135-c7985c1b077f,11221,full,charcoal,2026/05/11 06:24,2026-05-12T11:24:00+00:00,
1123,modern guitar tee,ready_for_ads,new,gpt-image-2,"bold graphic guitar for a producer, nostalgic mood, 3 colors",tee,,batch_20260110_6,,479b39c2-d796-ded3-ef77-25f6ddeac20c,11231,full,black,2026-01-10T21:07:00+00:00,2026-01-13T02:07:00+00:00,
1124,50s amplifier tee,live,new,recraft-crisp,"retro amplifier for a classical musician, proud mood, 2 colors",tee,,batch_20260115_3,,24ad91eb-e73c-590f-fb60-b2178356c276,11241,full,royal,2026-01-15T00:17:00+00:00,2026-01-17T06:17:00+00:00,
1125,90s microphone tee,ready_for_ads,new,recraft-crisp,"watercolor microphone for a drummer, proud mood, 3 colors",tee,,batch_20260222_1,,3acc2a40-0540-88ff-f327-7d3d482f57a3,11251,full,MG,2026/02/22 07:03,2026-02-24T20:03:00+00:00,
1126,90s amplifier tee   ,mockup_approved,variation,nb2-4k,"distressed amplifier for a drummer, rebellious mood, 6 colors",tee,bs_98,batch_20260109_3,1115,9cac141f-12f2-150d-a2e2-2458f119e6b5,11261,full,black,2026-01-09T18:40:00+00:00,2026-01-11T03:40:00+00:00,
1127,50s cassette tee,published,new,gpt-image-2,"retro cassette for a drummer, nostalgic mood, 6 colors",tee,,batch_20260428_2,,c14d7d73-20d1-f7a3-f887-2d71d4e9ec96,11271,full,black,2026-04-28T02:31:00+00:00,2026-04-30T07:31:00+00:00,
1128,80s cassette tee,published,variation,gpt-image-2,"vintage cassette for a classical musician, proud mood, 6 colors",tee,bs_118,batch_20260102_3,1109,e27e4b5b-15d9-3830-608d-8e0a5766c4b9,11281,full,sports grey,2026-01-02T19:08:00+00:00,2026-01-02T21:08:00+00:00,
1129,80s headphones tee,declined,new,nb2-4k,"vintage headphones for a guitarist, chill mood, 1 colors",tee,,batch_20260608_2,,b0d9a726-e415-be6a-d26f-a9d57bbe6bb9,11291,full,white,2026-06-08T12:46:00+00:00,2026/06/10 20:46,
1130,60s cassette tee,approved,new,recraft-crisp,"retro cassette for a vinyl collector, proud mood, 1 colors",tee,,batch_20260425_1,,01b6399b-1949-3b69-42a7-b22f9178f1bd,11301,full,royal,2026-04-25T23:59:00+00:00,2026-04-27T15:59:00+00:00,2026-05-15T12:58:00+00:00
1131,90s microphone tee,declined,new,nb2-4k,"distressed microphone for a guitarist, funny mood, 3 colors",tee,,batch_20260418_6,,676467b3-77b0-fa1f-c891-6c2c5edd9864,11311,full,sports grey,2026-04-18T05:39:00+00:00,2026-04-18T22:39:00+00:00,
1132,50s guitar tee,approved,new,gpt-image-2,"retro guitar for a saxophonist, rebellious mood, 4 colors",tee,,batch_20260216_1,,997a2ffe-c1c8-b000-102e-53711f6ca897,11321,legacy-pre-funnel,MG,2026-02-16T02:34:00+00:00,2026-02-18T15:34:00+00:00,
1133,60s sheet music tee,live,variation,fal-flux,"retro sheet music for a guitarist, funny mood, 2 colors",tee,bs_63,batch_20260406_3,1116,d5023645-99c9-a313-dcb3-4cc34e674741,11331,full,sports grey,2026-04-06T02:11:00+00:00,2026-04-08T03:11:00+00:00,
1134,80s microphone tee,live,variation,gpt-image-2,"distressed microphone for a guitarist, nostalgic mood, 2 colors",tee,bs_62,batch_20260123_4,1131,4669f6f0-7c62-a35d-97bc-9e5aea339f4c,11341,full,white,2026-01-23T10:41:00+00:00,2026-01-25T12:41:00+00:00,
1135,80s music notes tee,live,variation,recraft-crisp,"watercolor music notes for a country fan, funny mood, 5 colors",tee,bs_36,batch_20260130_6,1121,69b1b00d-3390-b519-6b64-72598a02c32e,11351,full,white,2026-01-30T00:28:00+00:00,2026-02-02T00:28:00+00:00,
1136,90s sheet music tee,live,variation,gpt-image-2,"retro sheet music for a metalhead, chill mood, 3 colors",tee,,batch_20260115_6,1100,e5a581f2-6990-1e7e-33b4-13c638574f38,11361,full,charcoal,2026-01-15T00:32:00+00:00,2026-01-16T03:32:00+00:00,
1137,  50s microphone tee,mockup_approved,new,nb2-4k,"watercolor microphone for a vinyl collector, funny mood, 3 colors",tee,,batch_20260117_2,,b252c622-4d4a-ead1-7d5a-4b736f78710e,11371,full,navy,2026-01-17T00:05:00+00:00,2026-01-18T09:05:00+00:00,
1138,modern headphones tee,ready_for_ads,variation,gpt-image-2,"bold graphic headphones for a country fan, rebellious mood, 2 colors",tee,bs_81,batch_20260303_4,1104,e0464dbd-1d0a-5283-215b-ca3b9463e302,11381,full,MG,2026-03-03T02:46:00+00:00,2026/03/03 21:46,
1139,80s headphones tee,published,new,recraft-crisp,"retro headphones for a vinyl collector, rebellious mood, 4 colors",tee,,batch_20260514_4,,9c941842-478f-7b05-e4c5-41da2aa273d9,11391,full,royal,2026-05-14T10:08:00+00:00,2026-05-17T08:08:00+00:00,
1140,  60s microphone tee,live,new,nb2-4k,"distressed microphone for a drummer, rebellious mood, 5 colors",tee,,batch_20260220_6,,1d10fc66-27d4-f84e-2985-b13d3a8d3ded,11401,full,sports grey,2026-02-20T12:11:00+00:00,2026-02-23T09:11:00+00:00,
1141,50s headphones tee,live,variation,recraft-crisp,"watercolor headphones for a vinyl collector, funny mood, 4 colors",tee,bs_48,batch_20260428_2,1106,31ffc35e-1c48-145f-4e09-4e90f3ff0829,11411,full,black,2026-04-28T11:04:00+00:00,2026-04-29T11:04:00+00:00,
1142,50s vinyl record tee,published,variation,gpt-image-2,"watercolor vinyl record for a guitarist, funny mood, 5 colors",tee,,batch_20260504_2,1109,2695d544-8d76-8913-4dcf-70edd6fdf1f7,11421,full,MG,2026-05-04T20:17:00+00:00,2026-05-05T16:17:00+00:00,2026-01-28T10:41:00+00:00
1143,  60s turntable tee,mockup_approved,new,gpt-image-2,"line art turntable for a producer, rebellious mood, 6 colors",tee,,batch_20260412_5,,fbeebf36-0805-ac30-26c9-8d1e5620ae17,11431,full,royal,2026-04-12T18:32:00+00:00,2026-04-12T19:32:00+00:00,
1144,modern amplifier tee,live,new,recraft-crisp,"retro amplifier for a metalhead, nostalgic mood, 4 colors",tee,,batch_20260108_1,,0d24aa59-1161-4a0b-a369-18e5e4daf9ee,11441,full,sports grey,2026-01-08T14:31:00+00:00,2026-01-08T22:31:00+00:00,
1145,80s turntable tee,approved,variation,nb2-4k,"bold graphic turntable for a metalhead, funny mood, 2 colors",tee,,batch_20260407_4,1134,db134b25-e566-619b-98da-f30eae6b228e,11451,full,navy,2026-04-07T16:20:00+00:00,2026-04-10T09:20:00+00:00,
1146,50s piano keys tee,published,new,nb2-4k,"retro piano keys for a saxophonist, rebellious mood, 1 colors",tee,,batch_20260328_6,,ba35ebd3-7390-7890-37ae-90df1fb00371,11461,full,heather navy,2026-03-28T11:25:00+00:00,2026-03-30T04:25:00+00:00,
1147,70s headphones tee,live,variation,gpt-image-2,"watercolor headphones for a vinyl collector, rebellious mood, 3 colors",tee,bs_100,batch_20260108_6,1123,c83c63e4-7f55-c937-bd8d-5ff25388a8ed,11471,full,MG,2026-01-08T01:06:00+00:00,2026-01-09T13:06:00+00:00,
1148,  60s amplifier tee,mockup_approved,new,fal-flux,"line art amplifier for a producer, funny mood, 4 colors",tee,,batch_20260428_6,,d814d11e-7bf4-84bb-49e6-f7916a27a3d4,11481,full,heather navy,2026/04/28 14:32,2026-04-29T10:32:00+00:00,
1149,modern headphones tee,gate_review,new,fal-flux,"watercolor headphones for a vinyl collector, funny mood, 4 colors",tee,,batch_20260514_1,,b97e1b27-fe9e-9247-964b-6ff53123dfe0,11491,unlinked-post-funnel,royal,2026-05-14T03:41:00+00:00,2026-05-16T09:41:00+00:00,
1150,  70s turntable tee,declined,variation,gpt-image-2,"watercolor turntable for a guitarist, proud mood, 4 colors",tee,bs_76,batch_20260501_4,1138,eaac1f44-67d4-d379-66c4-49de6d6975e3,11501,full,MG,2026-05-01T11:41:00+00:00,2026-05-02T12:41:00+00:00,
1151,60s vinyl record tee,approved,variation,gpt-image-2,"line art vinyl record for a country fan, proud mood, 2 colors",tee,bs_109,batch_20260117_4,1114,69f8cc7c-2c4d-7f28-7042-4e6704dfc30b,11511,full,navy,2026-01-17T07:06:00+00:00,2026/01/19 23:06,
1152,50s amplifier tee,published,variation,fal-flux,"distressed amplifier for a drummer, proud mood, 5 colors",tee,bs_120,batch_20260322_4,1139,8c5c8642-6e8e-ff65-bad7-fc32e03ef1f9,11521,full,black,2026-03-22T14:37:00+00:00,2026-03-24T01:37:00+00:00,
1153,modern headphones tee,live,new,fal-flux,"distressed headphones for a drummer, proud mood, 1 colors",tee,,batch_20260115_1,,f54e8d71-73c1-e9bb-0e02-e969e7047600,11531,legacy-pre-funnel,MG,2026/01/15 18:33,2026-01-18T15:33:00+00:00,
1154,60s vinyl record tee,mockup_approved,new,gpt-image-2,"bold graphic vinyl record for a classical musician, chill mood, 5 colors",tee,,batch_20260404_1,,7a7ef314-7d8b-ca97-2595-d345e3087637,11541,full,heather navy,2026-04-04T16:07:00+00:00,2026-04-06T02:07:00+00:00,
1155,90s sheet music tee,declined,variation,recraft-crisp,"vintage sheet music for a drummer, nostalgic mood, 3 colors",tee,bs_38,batch_20260404_3,1152,b44674e2-02e2-5499-33e1-9bfe0a8b2f98,11551,full,white,2026-04-04T03:48:00+00:00,2026-04-06T22:48:00+00:00,
1156,80s cassette tee,ready_for_ads,new,fal-flux,"retro cassette for a saxophonist, nostalgic mood, 4 colors",tee,,batch_20260115_5,,02ca230d-96d2-be36-403d-03cf0d687771,11561,full,heather navy,2026-01-15T17:47:00+00:00,2026-01-15T17:47:00+00:00,
1157,60s turntable tee,ready_for_ads,variation,recraft-crisp,"vintage turntable for a classical musician, nostalgic mood, 3 colors",tee,bs_24,batch_20260408_1,1127,8cc1b0cd-f7e1-1d61-55c8-83204dbc2b78,11571,full,black,2026-04-08T01:27:00+00:00,2026-04-10T20:27:00+00:00,
1158,modern vinyl record tee,ready_for_ads,variation,fal-flux,"line art vinyl record for a vinyl collector, nostalgic mood, 3 colors",tee,bs_64,batch_20260120_1,1145,a080e74d-cc64-75cb-4baa-7f124ffd2754,11581,full,royal,2026-01-20T12:30:00+00:00,2026-01-21T06:30:00+00:00,
1159,modern turntable tee,ready_for_ads,new,nb2-4k,"line art turntable for a producer, chill mood, 3 colors",tee,,batch_20260329_5,,8e42607f-fca0-ea92-75ea-0299a2a7a554,11591,full,navy,2026-03-29T14:38:00+00:00,2026-03-30T17:38:00+00:00,
1160,modern sheet music tee,mockup_approved,variation,gpt-image-2,"watercolor sheet music for a guitarist, nostalgic mood, 2 colors",tee,bs_1,batch_20260314_1,1143,e8068c43-4601-4b6c-4ce4-212294e3ca75,11601,full,black,2026-03-14T22:38:00+00:00,2026-03-16T12:38:00+00:00,
1161,modern sheet music tee,ready_for_ads,new,recraft-crisp,"vintage sheet music for a metalhead, rebellious mood, 3 colors",tee,,batch_20260304_2,,e1081b89-e9ae-9a67-737b-79d0d0a6afa2,11611,full,navy,2026-03-04T09:54:00+00:00,2026-03-06T08:54:00+00:00,
1162,70s amplifier tee,live,new,gpt-image-2,"distressed amplifier for a country fan, proud mood, 5 colors",tee,,batch_20260214_3,,900cd0b3-7a52-7a73-5dac-bf9ef8d1c7a0,11621,full,sports grey,2026-02-14T08:03:00+00:00,2026-02-16T10:03:00+00:00,
1163,modern headphones tee,declined,new,gpt-image-2,"bold graphic headphones for a vinyl collector, chill mood, 5 colors",tee,,batch_20260218_6,,d164146b-43df-0fcc-049d-dd06471d3c0b,11631,full,black,2026/02/18 22:24,2026-02-19T22:24:00+00:00,
1164,60s turntable tee,live,new,fal-flux,"line art turntable for a vinyl collector, chill mood, 3 colors",tee,,batch_20260410_3,,e32b2407-e836-a961-28c5-2d2b905387e4,11641,full,charcoal,2026-04-10T23:03:00+00:00,2026-04-10T23:03:00+00:00,
1165,  50s turntable tee,approved,variation,recraft-crisp,"line art turntable for a saxophonist, rebellious mood, 2 colors",tee,bs_1,batch_20260303_1,1127,596e1502-6a3e-4d23-0bee-01977ff4653a,11651,full,heather navy,2026-03-03T11:56:00+00:00,2026-03-03T18:56:00+00:00,
1166,modern piano keys tee,mockup_approved,new,fal-flux,"distressed piano keys for a country fan, proud mood, 4 colors",tee,,batch_20260225_5,,44584773-62b5-8784-c6b0-3d2ce22f0bf7,11661,full,black,2026-02-25T12:54:00+00:00,2026-02-26T08:54:00+00:00,
1167,modern amplifier tee,mockup_approved,new,recraft-crisp,"vintage amplifier for a classical musician, nostalgic mood, 3 colors",tee,,batch_20260502_6,,fc51ade5-28e3-d1f7-57bf-cd4f068f255b,11671,full,heather navy,2026-05-02T17:50:00+00:00,2026-05-03T20:50:00+00:00,
1168,70s microphone tee,declined,new,nb2-4k,"line art microphone for a guitarist, rebellious mood, 3 colors",tee,,batch_20260217_1,,6f19c508-3a93-a2d3-9c19-9418e10989ff,11681,legacy-pre-funnel,black,2026-02-17T04:19:00+00:00,2026-02-18T01:19:00+00:00,
1169,  modern sheet music tee,declined,variation,nb2-4k,"retro sheet music for a country fan, nostalgic mood, 3 colors",tee,bs_91,batch_20260313_4,1129,b3486298-930b-66f7-0a5f-262b5d1fde0a,11691,full,sports grey,2026-03-13T07:06:00+00:00,2026-03-13T20:06:00+00:00,
1170,80s vinyl record tee,gate_review,variation,recraft-crisp,"vintage vinyl record for a producer, funny mood, 5 colors",tee,bs_77,batch_20260502_4,1135,fa5d1b97-7739-540d-a558-a97ce710d91c,11701,unlinked-post-funnel,navy,2026/05/02 20:46,2026-05-04T09:46:00+00:00,
1171,90s headphones tee,approved,new,fal-flux,"watercolor headphones for a guitarist, rebellious mood, 3 colors",tee,,batch_20260124_5,,185ae446-75f3-30cd-2b18-7cc2427b5b45,11711,full,sports grey,2026-01-24T10:10:00+00:00,2026-01-26T03:10:00+00:00,
1172,60s sheet music tee,declined,variation,recraft-crisp,"retro sheet music for a metalhead, rebellious mood, 3 colors",tee,,batch_20260414_6,1152,988ee1c0-017f-30ec-2a77-94269e1aea8b,11721,full,heather navy,2026-04-14T12:36:00+00:00,2026/04/15 10:36,
1173,  80s sheet music tee,mockup_approved,variation,fal-flux,"line art sheet music for a saxophonist, rebellious mood, 2 colors",tee,bs_61,batch_20260301_5,1155,b2839c82-217e-cffc-524f-cb9b78e0c45f,11731,full,MG,2026/03/01 15:30,2026-03-04T08:30:00+00:00,
1174,60s microphone tee,approved,new,nb2-4k,"line art microphone for a classical musician, proud mood, 3 colors",tee,,batch_20260325_3,,a0b2455b-3317-f849-82cc-e66c45436e31,11741,full,heather navy,2026-03-25T04:52:00+00:00,2026-03-28T00:52:00+00:00,
1175,50s amplifier tee,declined,new,fal-flux,"vintage amplifier for a classical musician, rebellious mood, 5 colors",tee,,batch_20260227_1,,d3e02c43-017a-01bf-df48-e0398253aca2,11751,full,sports grey,2026-02-27T22:05:00+00:00,2026/02/28 04:05,
1176,50s cassette tee,mockup_approved,new,gpt-image-2,"retro cassette for a drummer, funny mood, 2 colors",tee,,batch_20260306_1,,8d04579d-3394-1410-9685-6f05c11aa692,11761,full,MG,2026-03-06T17:54:00+00:00,2026-03-07T20:54:00+00:00,2026-02-05T20:31:00+00:00
1177,70s microphone tee,ready_for_ads,new,fal-flux,"distressed microphone for a classical musician, funny mood, 5 colors",tee,,batch_20260126_4,,414b8fe2-5987-3c1e-ee5a-daddd47884db,11771,full,sports grey,2026-01-26T16:33:00+00:00,2026-01-26T23:33:00+00:00,2026-06-09T02:11:00+00:00
